(-0.00942972672345+0j) (-0.00226694814658+0j) (0.0111656135027+0j) (0.00700302145378+0j) (0.00683787228182+0j) (0.00289786324252+0j) (0.0137434067997+0j) (-0.00588504800074+0j) (-0.00428870937554+0j) (0.00070005146234+0j) (0.00966576526442+0j) (-0.00520183597791+0j) (-0.00455974971787+0j) (-0.00194563541189+0j) (-0.00589329782216+0j) (-0.000791292071161+0j) (0.00498613851165+0j) (0.00809063827316+0j) (0.0048297620915+0j) (-0.00236929500148+0j)
(0.0303105470272-0.060093590561j) (0.00383441614877-0.0264681159266j) (-0.0154117046617+0.0297765545495j) (0.00222151854014+0.0486652668958j) (0.0328943204692-0.00440308450907j) (0.0226926455838-0.031473165936j) (-0.0101496863701-0.0183490496057j) (0.00809114518191+0.0154947964138j) (0.0127445910809+0.0360965515293j) (0.0151808127352-0.0207224700312j) (0.00256065929525-0.0338520876083j) (0.00993848158894+0.0110930170395j) (0.010690108119+0.0105606123885j) (0.018857698334+0.00913387894516j) (0.0110237077401-0.0194807169916j) (0.00660041819722-0.0193201770114j) (-0.00186881629261+0.0227448988425j) (0.0226454623723+0.00806772995895j) (-0.00564505747041-0.00690063136557j) (-0.0177263854073-0.00596291592766j)
(0.0442058848272-0.0846800024021j) (0.0377909425829-0.024287989331j) (-0.0305547093178+0.0632500109936j) (-0.0290476258398+0.0637620653411j) (0.0427497924836-0.0214483793218j) (0.0672373119175-0.0640335106349j) (0.0063406994712-0.0104293966322j) (-0.039926798192+0.0803389131732j) (-0.0152422805839+0.0488760912574j) (0.0465421441829-0.0726712357367j) (0.0437276687074-0.047680053649j) (-0.0036715605697+0.0340395099825j) (-0.0370524399446+0.0500233850935j) (0.0039091512244-0.0165933179094j) (0.05096662295-0.0676803586144j) (0.009454410368-0.00400728554844j) (-0.0236833634835+0.0598242136343j) (-0.00052128457758+0.0370817662575j) (0.0330580149314-0.0386532956399j) (0.052193717646-0.0660232536993j)
(0.0588802748303-0.0511282464441j) (0.0606579662091-0.0346893218039j) (-0.0396396327872+0.0266726676987j) (-0.0423447015235+0.0444775067813j) (0.0174128134676+0.0166729188514j) (0.0873578548805-0.0454331567265j) (0.0451725984502-0.0249051819799j) (-0.0548194809284+0.02430454084j) (-0.0501983024656+0.0418389746159j) (0.0451057392324-0.000362171006809j) (0.0580459735762-0.0255632420231j) (0.000263448406678-0.0147756876588j) (-0.0371631689732+0.0264602810033j) (-0.00694810249229+0.00694604376176j) (0.0610689497962-0.0142276275306j) (0.0113936425471-0.00233769785534j) (-0.0273864903288+0.010946027672j) (-0.00643514027362-0.0047034836842j) (0.0292802287969+0.00317885394277j) (0.0575017270844+0.00344835952603j)
(-0.0377125792628+0.00982600498176j) (0.00844231576939-0.00106161908091j) (0.0323815589245-0.00430023823984j) (0.0418779465614-0.0100349791086j) (-0.00268619425691-0.000472569298658j) (-0.0131037352079+0.00751811001037j) (0.0108324527977+0.00701811528506j) (0.0085596902608-0.00355413621776j) (0.009061087927+0.00562164828222j) (0.00214277212482+0.0124596037665j) (-0.00938311591836-0.00323361316143j) (0.0118674700139-0.0182517527564j) (0.0359191271676-0.0012544647423j) (0.00766648714089+0.00885161444056j) (-0.0143029637572+0.02019631268j) (-0.0299026121873+0.000685309932662j) (0.0217621422969-0.0197005501536j) (0.061424040961-0.0317282137732j) (0.0263339627596+0.0243011286182j) (-0.0260005282832+0.0310588656807j)
(-0.0186127428267-0.0241682840623j) (-0.01683382947-0.00934057274811j) (0.0155593232749+0.0238278571876j) (0.0137482292494+0.00951885974717j) (0.0140359290445-0.0252069773457j) (-0.00427699276227-0.0418692682626j) (0.00821993830187+0.0087284708152j) (0.00671484644685+0.0575834632626j) (0.0257846480298+0.0108766956543j) (-0.00526179076891-0.038979502013j) (0.0020290947745-0.0368776028824j) (0.00162870210585+0.0283913324911j) (0.0047693035175+0.0572094616877j) (-0.00317328731649-0.00453102966557j) (0.00841357213081-0.0686143847171j) (0.0129651935414-0.019025263892j) (0.00517716751354+0.059009376161j) (0.0153043143379+0.0506735339272j) (0.0188364580451-0.0356949755776j) (-0.00166284601818-0.0712811861114j)
(0.00689596396919-0.0325426882633j) (0.0061303847542-0.0117785805318j) (0.00289554318311+0.0208584631307j) (0.00130716342768+0.041621936516j) (0.00235941241721-0.0240166342854j) (-0.00221745071341-0.0398332830331j) (0.0270884667491-0.000417440341312j) (0.0134060572711+0.0206985805476j) (0.000914278476464-0.0194201280777j) (-0.026825606148-0.0270691122872j) (0.0034022642853-0.0209410986301j) (0.0189460550449+0.0293024926253j) (0.0208635601437+0.061689883555j) (-0.026701060974-0.00503765681932j) (0.0035171122805-0.0789468736331j) (0.037858807818-0.0284495832708j) (0.0310898397958+0.0635174826942j) (0.0111852071559+0.0730868486077j) (0.00246529370878-0.0282033742949j) (-0.0141195416426-0.0906582845374j)
(0.00620547809027-0.140898367397j) (0.0258151268953-0.0531872119633j) (0.0186157161974+0.125609598809j) (0.0204992709269+0.123539800794j) (-0.0291154672868-0.0790943705539j) (-0.025733479782-0.147786054868j) (0.0348191189468+0.0191714794639j) (0.0453035559053+0.135486781759j) (0.000752797452933+0.0583167130267j) (-0.0210958252238-0.142260078992j) (-0.00954233522675-0.116182938372j) (0.029581948802+0.0717666691359j) (0.0182203107557+0.169917403365j) (-0.0126441499351-0.00658081462982j) (-0.00508370079685-0.178090487997j) (0.0316675944278-0.0755507551563j) (0.0369024782714+0.134770275402j) (0.0157715301632+0.129623891584j) (-0.00603512207321-0.0491208058347j) (-0.0137127752012-0.152168912453j)
(0.189756693396-0.341450482771j) (0.124813354032-0.145122547752j) (-0.152513883512+0.283348570783j) (-0.163997485226+0.282542640013j) (0.0867766884782-0.144331948421j) (0.229636965831-0.368275261179j) (0.0258070137965+0.00102210855631j) (-0.20400216414+0.369013918351j) (-0.0787331420092+0.149991898511j) (0.161754271005-0.294564415558j) (0.185145598395-0.273009292708j) (-0.0708594280787+0.168101717098j) (-0.196204200124+0.331427837j) (0.00540758188701-0.0161955589656j) (0.230800967638-0.356100268796j) (0.0916838373283-0.152014390298j) (-0.136057804125+0.307900759465j) (-0.176112780459+0.265732820619j) (0.097712314882-0.158599372549j) (0.204439150779-0.312810704471j)
(0.291269180898-0.144602486366j) (0.159362817217-0.0483247088669j) (-0.2204813759+0.127006332675j) (-0.247921550756+0.102654229492j) (0.15094545466-0.068398980231j) (0.342196549915-0.105757655316j) (0.023309448873+0.00348630331425j) (-0.32513810408+0.130500323495j) (-0.117092174981+0.0514576129401j) (0.264932014974-0.109513991496j) (0.27062350936-0.108662326032j) (-0.145747382199+0.0599117493255j) (-0.295590085325+0.148687452636j) (0.0090676353625-0.00230079866843j) (0.336342074811-0.142977033697j) (0.125666571567-0.0762738663908j) (-0.217756211727+0.13071362459j) (-0.243853372751+0.106170029498j) (0.157956768314-0.0722150551393j) (0.297650064884-0.13526184357j)
(0.12082762076+0.0561323846302j) (0.0640199317901+0.0317774465906j) (-0.0884601079883-0.0517483914262j) (-0.0752445912142-0.0472068312813j) (0.0645427674578+0.0322299061486j) (0.127436707094+0.0734153519765j) (-0.00818755620911-0.0144165802568j) (-0.108926069818-0.0845864479672j) (-0.0144722933637-0.0173363406492j) (0.100274785619+0.0789484876912j) (0.100771688503+0.0372976295173j) (-0.0706412389031-0.0359054423232j) (-0.119381073755-0.0401688942032j) (0.00934276533179-0.00333824389323j) (0.137236582981+0.0471680215439j) (0.0789138707615+0.0143282451115j) (-0.0814494139583-0.0556990629866j) (-0.0859315722456-0.031265362033j) (0.0655274129615+0.0217980668315j) (0.130859335543+0.0623597424701j)
(0.0675368430053+0.00295835961049j) (0.0468784635669-0.00617116518429j) (-0.0697084496119-0.00239579258735j) (-0.0301458199824-0.00475752782449j) (0.0578352589695+0.00302000582755j) (0.0725867314617+0.00871182995393j) (-0.0200461553459-0.000596745899882j) (-0.0687258546238-0.0164416655529j) (0.0124575441053-0.0015370413719j) (0.0664262768565+0.0094306083771j) (0.0492265610918+0.0137340916017j) (-0.0457107707392-0.0189537574296j) (-0.0686335779424-0.0094852411141j) (0.0228205692886-0.00620296897096j) (0.0926128883521+0.0218091716711j) (0.0497626596614-0.00166705691286j) (-0.0649794946933-0.0353184739429j) (-0.0709448917429+0.000181677393846j) (0.0572270473997+0.0262046938475j) (0.115005982682+0.0310392878493j)
(6.20134302223e-05-0.0617196404407j) (0.0223384443706-0.0283179786705j) (0.00859302389953+0.0541232299317j) (0.00999224574569+0.0455902907241j) (0.00442988558341-0.0330574367214j) (0.0163577923732-0.0442141863146j) (-0.0134227111453+0.00678618333216j) (-0.00583983336062+0.0515980488233j) (0.028384915559+0.0104213159303j) (0.0264891790253-0.0376117150319j) (0.0181314259358-0.0279495649968j) (-0.00588222588305+0.0164990214606j) (-0.0172058925749+0.0436959806781j) (0.0104118150667+0.00246182274453j) (0.0164749578297-0.0313301319681j) (0.026480095061-0.0192086277035j) (-0.00950101228175+0.00247543958948j) (-0.0156881161202+0.0485586903063j) (0.0214974801168-0.0101757338058j) (0.0333201311801-0.0513351358837j)
(-0.0113287195236+0.00500999034518j) (0.00525917036311+0.00793881436175j) (0.0210130499714+0.0072357514383j) (0.0379242988087-0.0107199018455j) (0.00225885633701-0.00752318019458j) (0.00205806177677+0.016016304542j) (-0.0310792192222-0.00319731540889j) (0.0227627201925-0.0101321368346j) (0.0692955093352-0.0146946242812j) (0.00286092266839+0.0115352726487j) (-0.0363919032266+0.00818316974666j) (0.00754355202974+0.000293960681289j) (0.0388721323641-0.0106076116493j) (0.0140719854164+0.0141129826238j) (-0.032839688408+0.0204202405373j) (-0.00301905804388+0.000379827999934j) (0.0237065103873-0.0271211503571j) (0.0515687734366+0.00659333906917j) (0.00346241246351+0.00223019613439j) (-0.028633652019-0.00459552890667j)
(-0.0154506651403+0.0175971300861j) (0.00662023403512+0.0042504774188j) (0.0242345641293+0.00102045153501j) (0.0102628266899+0.0136938057283j) (-0.0106637522139-0.00149350798974j) (0.0223935626226-0.0218844421009j) (0.00806899691592-0.0100899853224j) (0.00621292836857-0.00389170222611j) (0.022455749324+0.0175668723259j) (0.00829526648375+0.00347395589283j) (-0.0133351730615-0.0278876172891j) (0.0234335134858-0.0142804553698j) (0.0437782390417+0.0479014327695j) (0.0128675166877+0.0366707332338j) (-0.01905408089-0.0354313168838j) (-0.0072027058933-0.0383015566479j) (0.0236493677807+0.037719562785j) (0.040008693465+0.0345629846196j) (0.00515217227991-0.0297141106846j) (-0.0192463591959-0.0518772434761j)
(0.0295911771118-0.0243847715194j) (0.0330972541091-0.0353960839699j) (-0.00740605509549+0.0321757308215j) (-0.0183883073587+0.0516015479308j) (0.00636759921888-0.0211131781694j) (0.0640647826429-0.0768254142642j) (0.0185921537048+0.00192932315774j) (-0.0146771875778+0.0620196429027j) (0.00589283504546+0.044574123207j) (0.00976245399506-0.0278622289832j) (0.00445071977777-0.0542835370523j) (0.0154683416991-0.00162447707586j) (0.0106214610535+0.0669849331132j) (0.0161082560794+0.0384680591242j) (-0.00507822537302-0.0664038534626j) (-0.0114923413382-0.0307894388394j) (0.0108234339683+0.0613969692226j) (0.0335199057737+0.0320698050598j) (0.0213436361988-0.0451145334107j) (-0.00947276206723-0.0461012194265j)
(0.0481414433251-0.0213145977885j) (0.0339259646718-0.0258499729327j) (-0.0331027324235+0.019572953871j) (-0.00998210211312+0.00598772320345j) (0.0373029015793-0.0114740855836j) (0.0344020454485-0.0139995897028j) (-0.0147744945794+0.0232349011215j) (0.00607236672697+0.0142872469433j) (-0.00484107276406-0.0151128160536j) (0.0139314358803-0.0015128271192j) (0.0115931421823+0.00595503560469j) (0.00500167295555+0.00380569763634j) (-0.00338300896126-0.0072838101363j) (0.0143321267637-0.00536052127549j) (0.0128677511229+0.00634616780872j) (0.00518343153039+0.0373284112236j) (0.0144063806236+0.0166294365614j) (0.0114870260559-0.0462638639625j) (0.0127005076181-0.0143442817244j) (0.0180342459193+0.0324272920925j)
(0.0416749989567+0.00669535398436j) (0.0183433627661+0.0167731818991j) (-0.0102103881449-0.00143305193733j) (0.0149662456846-0.0424885254628j) (0.0101747590952-0.00729550382456j) (0.00214974898612+0.0511536073872j) (0.000744859958389+0.0332166723681j) (0.0266332401844-0.0595077546079j) (-0.00700118476907-0.0462594069805j) (0.000389082808288+0.0465683796326j) (0.00692231513695+0.0582796115167j) (0.0207542748665-0.0295378928473j) (0.0251241479197-0.0934392919965j) (-0.0168102780686+0.0181188685945j) (-0.0141370846986+0.0799166330771j) (0.0291402657457+0.0478863512855j) (0.0309603057659-0.0565339689565j) (0.0151057135406-0.0814999337241j) (-0.0110074751232+0.0308421030598j) (-0.0135946477402+0.0765316215478j)
(0.0132291358074+0.0334958928635j) (0.0118684288189+0.0216941953165j) (0.015679730701-0.0257809741888j) (0.00752898936613-0.023402774082j) (-0.0109779838469+0.022287071862j) (0.00464731175619+0.036045820903j) (0.0197100630236-0.0187261148732j) (0.0165228624733-0.046972413742j) (-0.0222330802943+0.0123463439745j) (0.00308089669561+0.0484984315934j) (0.0369745113263+0.000884186480547j) (0.0130274388974-0.0573849359613j) (-0.009351172891-0.0259121489174j) (-0.0261781702119+0.0363055380617j) (0.0251890418643+0.0353717532797j) (0.0523455854881-0.0157061093918j) (-0.0155439757802-0.0247968430135j) (-0.0275298772988-0.00478813604826j) (0.00976975076433+0.020483094878j) (0.0218934019536-0.00816617617525j)
(0.0212945457847+0.0222514899222j) (0.00576227100312+0.0178409139219j) (-0.0136033939977-0.0151094316624j) (0.0262160390995-0.0139635626755j) (0.0355551716855-0.0113586049979j) (-0.0197436966752+0.00835826014991j) (-0.0144730514399+0.0223845403749j) (0.0295897558576-0.000224375677132j) (0.0312818010441-0.0135970928397j) (0.00405507203143-0.00340754159373j) (-0.00229858436985+0.00707433620462j) (0.00973488610568-0.0263765262962j) (0.0212008348158+0.00914485557023j) (-0.0114775457174+0.00946176241579j) (0.0160344685662-0.00363047746427j) (0.0451951426381-0.0233609339042j) (0.0153684015017-0.000705080746759j) (-0.0250744693956+0.0239447172523j) (-0.00703343139752+0.00606767320085j) (0.0126447911826-0.0103811985596j)
(-0.0232635138316-0.0670575109939j) (0.026058585654-0.00594912368201j) (0.0233267371641+0.0938440265351j) (0.0282456391951+0.0388702122683j) (-0.00404270760125-0.0737705793592j) (-0.0127813628025-0.0629392091622j) (0.0409119280759+0.075115625489j) (0.0356405877027+0.0565291655739j) (0.0095430462414-0.0445771630337j) (-0.0132689760392-0.0965521878723j) (0.0329064398736+0.0268282469108j) (0.039955289173+0.0786945743292j) (-0.0147885926414+0.0146388557514j) (-0.015703041691-0.0617456187945j) (0.0532217346571-0.0476931955979j) (0.0643263184374+0.0370718142699j) (-0.0185775018353+0.036185586384j) (-0.054195010844-0.00338022955238j) (0.0330783649005-0.0258822444507j) (0.0840477659463-0.00406451212673j)
(0.0405864305038-0.0182776298515j) (0.0299144986503+0.0204436591222j) (-0.0417732423465+0.0196741140105j) (-0.00476142328387-0.00519049346366j) (0.0387088825191-0.0148789866295j) (0.044247346948-0.0217143351672j) (0.00693463390098+0.00735683968916j) (-0.0222396715934+0.00569100298812j) (0.0139994759305+0.0116394244591j) (0.0184761608101-0.0203656196652j) (0.0290731814866-0.013342054095j) (-0.00956303739237+0.0187555128479j) (-0.0299247890784+0.0276734060876j) (0.0379929232243-0.0230885030723j) (0.0450171570649-0.0426349838399j) (-0.00698612644994+0.0183543764793j) (-0.0208121077314+0.0375186901257j) (0.00568947604883+0.0123793566377j) (0.0286729333145-0.0130428153812j) (0.028202097111-0.0263770363523j)
(-0.039539737305+0.0555737206806j) (0.0137590921277+0.0348004631935j) (0.0379261784716-0.0508604269157j) (0.0226243849101-0.0498876940962j) (-0.0252613762263+0.045769796866j) (-0.029503991486+0.0641837402514j) (0.0317857504702-0.0244523484117j) (0.0394133326606-0.0741193219244j) (0.00692892003606+0.0168918972004j) (-0.0373808208247+0.0576775981746j) (-0.0013348234735-0.00959609847188j) (0.0518936793003-0.0628689178379j) (-0.00558927971198+0.000959664720884j) (-0.0186931352124+0.0237670694452j) (-0.0144549392468+0.00365459969435j) (0.0176385695379-0.0110157742855j) (0.0217469875346-0.00653699824677j) (-0.0062809242726+0.0321077936861j) (0.00915443597354+0.00429289021782j) (0.0186409337463-0.0306726422273j)
(0.0111955247385-0.0063115280463j) (0.0206890982242+0.00489321252102j) (-0.00203277683495+0.00259623335757j) (0.0220552831413+0.00559335047833j) (0.0267010875833-0.0141481904968j) (-0.0121902896131-0.0100479610413j) (-0.0027422314583+0.0320508528457j) (0.0226946031342+0.00657016439403j) (0.0190652681633-0.0447659062414j) (-0.0139047128679-0.000498904890571j) (-0.00443350869225+0.0361140186009j) (0.0201665130059+0.00223679978571j) (0.00393278408531-0.0335201180225j) (-0.00709993604448-0.0200962611695j) (0.0129994040828+0.0192220808769j) (0.0287009110393+0.0342606151679j) (-0.00764608876391-0.00815978216553j) (-0.0123817100133-0.0286968215416j) (0.0141202839996+0.0144159485935j) (0.0172904694889+0.0320034160713j)
(0.0286622224298-0.0453591681153j) (0.0174226633397-0.00942925822172j) (-0.0098367623047+0.0222447148809j) (0.0111283014421+0.0221544592546j) (0.0409819754408-0.0294092633449j) (0.0140309461688-0.038272275413j) (-0.0150987319863+0.0338476440207j) (0.0105708959499+0.0326190056307j) (0.000469656671693-0.0451575566784j) (0.0142886371018-0.0193011286619j) (0.0106879436434+0.0472089167827j) (0.0122408498521+0.0264675390776j) (-0.00417762298524-0.0482133662917j) (-0.00996896783838-0.0541552128582j) (0.0194536441629+0.0353225674857j) (0.0311218428183+0.0444766430765j) (-0.0118313886902-0.0240070490157j) (-0.0239041384766-0.0472272858869j) (0.0167606585481+0.0382617888265j) (0.0317955037718+0.0742904756147j)
(-0.0226758800421-0.0350082160943j) (0.0166781448335-0.0123076923431j) (0.0191832264482+0.0259442121466j) (-0.00242493946787+0.00252729620738j) (0.0102356649438-0.0258183292753j) (-0.00556064014025-0.00830155877537j) (0.00627398862081+0.0211739903002j) (0.012206900141+0.017621026207j) (0.00907251778068-0.0209051980626j) (0.00141240194665-0.0130971936105j) (-0.00478426738609+0.0152641783548j) (0.00324633430178+0.0201876083518j) (0.0214560920889-0.0320864984343j) (0.00695718336302-0.0355117862352j) (-0.00612065710591+0.0192876958878j) (0.0124688889607+0.0303273728828j) (0.0146638146001-0.00372303742373j) (-0.00185925242524-0.0343330674099j) (0.0201279703199+0.0192430439114j) (0.00431244755754+0.0491673632376j)
(0.0326896220172+0.00987236238055j) (0.0358972397532-0.00712905617713j) (-0.0204715025551-7.60228057155e-05j) (-0.0351991197212-0.00327474401009j) (0.0529378498082+0.00160338237235j) (0.0207144110207+0.0153428438781j) (-0.0402832859288-0.00589510665702j) (-0.0138455893489+0.00458485370072j) (0.0447290587233-0.00569923461347j) (0.0379311342358+0.00261262872937j) (-0.030815374558-0.00137485670274j) (-0.0264964990863-0.0114411274784j) (0.0331449078846+0.0041493146765j) (0.0495176162309+0.00762565971867j) (-0.0114741077624-0.0154002668593j) (-0.0283108423802-0.00976461561749j) (0.0191083527371+0.00894942839564j) (0.0414876844473+0.0106338705782j) (0.00950345404616+0.00396970392019j) (-0.00847987103904-0.00602936437631j)
(-0.0666412606188+0.00354656142865j) (0.004484939964+0.00128477527729j) (0.0806601180431-0.00466307112443j) (0.00727785529427+0.00988633340192j) (-0.0470903231605+0.00603118806893j) (-0.0345046248425+0.00395013405178j) (0.077229504697-0.00734918882808j) (0.0508894526796+0.00240158755213j) (-0.0782785079817-0.0116923292266j) (-0.0469026720893+0.0074756768604j) (0.087685131359+0.0102439091021j) (0.0793673290926-0.0102764734315j) (-0.0712815085738-0.0040642834751j) (-0.0739249595578+0.01495992245j) (0.0657792794307+0.00941773752396j) (0.108321412334-0.015698151404j) (-0.0298845071043-0.0255688606668j) (-0.0826012761092+0.00227338672885j) (0.0377106368044+0.0111988434648j) (0.119387624564-0.0176836451522j)
