(-0.00233758713911+0j) (-0.00372276661379+0j) (-0.000279788345642+0j) (0.00493313191902+0j) (-0.00268041442962+0j) (-0.00266043948858+0j) (-0.00189147702748+0j) (-0.00363783161038+0j) (-0.00377731027188+0j) (0.00332512518519+0j) (0.00504445330641+0j) (0.00507914027738+0j) (-0.00350787066682+0j) (-4.26152142232e-05+0j) (0.00160511649392+0j) (-0.00679344531575+0j) (-0.00719808487728+0j) (0.0033178936095+0j) (-0.00471480397703+0j) (-0.00359567604014+0j)
(0.00105243166631+0.00291312059727j) (0.0210518644239-0.00414633743267j) (0.00542555564496+0.00610830988398j) (0.01221570165-0.00888037428585j) (0.00867601166998+0.00643262192185j) (0.0150049128431+0.00262303739947j) (0.00530552440071-0.000452995194686j) (0.0189809758202-0.00567536777182j) (-0.00202114650787+0.0122533108745j) (-0.00292325816606-0.00740483519006j) (0.000810700242969+0.000330133783094j) (0.0097814202671-0.0022825583772j) (0.0101582923298-0.00451405829793j) (0.000103066830896+0.00166152484867j) (-0.0104557099044-0.0014962927165j) (0.0108590421095-0.00427470681483j) (0.0160608774369-0.00113782912393j) (0.00271802079033+0.0123234344717j) (0.0163958572365-0.0125781436263j) (0.00515755440141+0.0125386869447j)
(0.0110494469268-0.00604754239215j) (0.0143033934493+0.000381198031233j) (0.0253085986692+0.00377710051247j) (0.00149213717162-0.0137219104669j) (0.0138788425956+0.00662647959547j) (0.0151998445484-0.00493727298906j) (0.00498582305067+0.00466478489273j) (0.0168502473368-0.00387519671674j) (0.0190608943688-0.00528034917933j) (-0.0120520325493-0.00315895286754j) (-0.00179627712535-0.00497589701651j) (-0.000445750121531+0.00661513976359j) (0.0197893607198-0.0114274152823j) (0.00849066408499+0.0139253383691j) (0.00896980759193-0.00847361315418j) (0.00248187787953+0.00487417599397j) (0.0398228755079-0.0135527820806j) (0.000234283525633+0.010406730116j) (0.0269252736775+0.00708264235528j) (0.000238981076798+0.00913998072761j)
(0.021497014597-0.00631115369611j) (0.0103705036513-0.0076890004071j) (0.0317040053707+0.00949971506086j) (-0.0248682796779-0.00296149187752j) (0.017529273611-0.00451381015346j) (0.00309014330177-0.00180921710009j) (0.0155443466884+0.0161534307719j) (0.00985778242707+0.00514205168294j) (0.019420473474-0.00431447963532j) (-0.0107129140367+0.00454521232409j) (0.0148389547083-0.00175836065493j) (-0.00387182729384+0.0152075710208j) (0.0220469414136-0.0250707639007j) (0.0034393855821+0.00859115332747j) (0.0251521467848-0.00244509206588j) (-0.00146739769132+0.00256169962336j) (0.0353269558875-0.00831916587908j) (0.00179532211485-0.00413241647224j) (0.0333408502962-0.00338798519587j) (0.00553136725622+0.0120057213044j)
(0.0188552283998-0.00448731630177j) (0.011958365648+0.00525470401511j) (0.0114625248175+0.00391472954539j) (-0.00482105188322+0.0118118677243j) (0.00804079236722+0.00289818070763j) (-0.00509435319933-0.00511073676455j) (0.0380283352432+0.0112827104481j) (-0.00490194303081-0.00249413547069j) (0.0270909651282-0.0121364688316j) (-0.0171472551833+0.00487821427956j) (0.0408716601809-0.00582753084641j) (-0.00297298318781+0.00730507864505j) (0.0103284449716-0.00701159403091j) (0.00243976578246+0.0101982564504j) (0.0200685871434-0.00257906325992j) (-0.00341487862518-0.0138884920163j) (0.0222812131023+0.00948375294431j) (0.00190462835131-0.00378523372963j) (0.0278657749402-0.0124518829631j) (-0.00480929527843+0.00106730565676j)
(0.00719730380265+0.00941774172495j) (0.0197791621296+0.00717982929222j) (0.00740560560378+0.00346703953042j) (0.0215506393145+0.0083361370811j) (0.000866726655873-0.00234771689534j) (0.0107178536933+0.00916461796898j) (0.0262041038394-0.00710018443475j) (0.0129619179702-0.00380040141713j) (0.0141439355019-0.00621804986259j) (0.00185062525689-0.0100936874895j) (0.0313458835405-0.00467288940383j) (0.0138889358933+0.0121254187598j) (0.0138757007236+0.0137337429913j) (0.00130930652979+0.00259871612574j) (0.0149817115391-0.0134584360934j) (0.00334024132502-0.0220086721557j) (0.0158603755979-0.002432163108j) (0.0114242773141+0.00454719934876j) (0.018482644526-0.00309924706175j) (0.0116808287087+0.00760840794288j)
(-0.00603911022694+0.00957931205532j) (0.0110544874549-0.00404684530795j) (0.00530596383627-0.000405977108288j) (0.00810224489452-0.00399839903226j) (-0.0103911446337-0.0114452499111j) (0.0148003150839+0.013396964474j) (0.00309200151048+0.00420966947461j) (0.0212363448039-0.00464769391811j) (-0.00151379803974-0.00434092888892j) (0.00315531159275-0.00549783760876j) (0.00867957897531+0.00660362516902j) (0.0142106635761+0.0136930426099j) (0.0112965962985+0.0124269623748j) (0.00798340797937-0.00989919664265j) (0.00471743764922+0.00251909561564j) (0.018612116228-0.0158283462746j) (0.0106409048285-0.0069212853029j) (0.00312304727283+0.00594853616958j) (0.0108957495362-0.0135176235144j) (0.011370772488+0.00332212728309j)
(-0.000687271231999+0.010751791542j) (0.0101369975398+0.00122734366985j) (0.00842696489203+0.000906851252331j) (0.00921237570624-0.0176551316873j) (0.00286302705246+0.000335937871412j) (-0.00137605275525+0.00481259481316j) (0.0212858616679+0.00477423169294j) (0.0160392025226-0.0094465380631j) (0.0145269747861-7.81191895127e-05j) (0.0152452988706-0.0057441122609j) (0.000521898798845+0.00780154110641j) (0.00473587403831-0.00307521254254j) (0.015142153329+0.0140390995057j) (-0.00619968686731-0.0143291972228j) (0.0110366568498+0.0220724216301j) (0.0227560145334-0.0175065877788j) (0.0110349827163+0.0108303688877j) (0.000386153980544-0.00802867228764j) (0.0194590941774-0.0187107067506j) (0.0149398530837+0.00613354785097j)
(-0.000917171890122+0.0146035338984j) (0.0191951413874+0.00394990776274j) (0.00549257814895+0.0155611955541j) (0.0154411950133+0.000186091362418j) (0.00377226566076+0.0078793951254j) (0.00420839705292+0.00423808212464j) (0.0200141056948-0.0108001388953j) (0.00898062843964+0.0030697884442j) (0.00902384436868-0.000795031657261j) (0.0192263543757-0.0187146138931j) (0.00320434765954+0.0161014103322j) (0.0110747014962-0.0244103284825j) (0.00271039529692+0.00349247236097j) (0.00788200172109-0.0116602595693j) (0.00794939610116+0.00799353950543j) (0.0131601938797-0.0138042959285j) (0.0010475562118+0.0110771828422j) (0.00507709589705-0.0114020785525j) (0.00932401323502-0.00271864321381j) (0.0167250543244-0.00274869870626j)
(0.0157653770878+0.0126291331853j) (0.0113955020523-0.00677465420394j) (0.000122822590418+0.0108922172497j) (0.0232031155261+0.00053465385145j) (0.0113248590262+0.00242034256461j) (0.0049256579963+0.000619427687217j) (0.00154911925186-0.00249071875598j) (0.00847623831026+0.00980067547834j) (0.0111637453476-0.000831485260013j) (0.00982827348066-0.0101993771588j) (0.00914659734084+0.00436640208812j) (0.0102709378696-0.0104290258765j) (0.00667653304563-0.00458801573859j) (0.00894466728953+0.010698343826j) (-0.0106079395912-0.00914915155295j) (0.0187932036875-0.00611277462143j) (0.00125869700096+0.00876494670421j) (0.0130943644013-0.00773923820686j) (-0.010772358101+0.00981585485894j) (0.0163060178271-0.0101781385665j)
(0.00559812941826+0.00589827533019j) (0.0129409730701+0.00188387029476j) (-0.00317154738555-0.010744112304j) (0.0230053308449-0.00214536229442j) (0.0184588039089+0.00451638607534j) (0.000336046869233+0.00210810739598j) (0.00883698618843+0.00586326933076j) (0.0114881191109-0.00294085580581j) (0.0132979471379-0.00259623725223j) (0.0146030543504-0.00746100139154j) (0.00366522548943+0.00659180085775j) (-0.00461806119693+0.00244199960891j) (0.0191225709949-0.00454984239494j) (0.00270911274221+0.000460738499216j) (-0.00512124284666+0.025265252735j) (0.0142439344389-0.00445456050159j) (0.00376287429111+0.0115864488312j) (0.00152847693063-0.00351739257547j) (0.0106458666982-0.0114824646224j) (0.00619733612959-0.00486410567498j)
(0.00566864619509-0.00472697292052j) (0.00172598570475-0.00234176119718j) (0.00471087354183-0.00327345360886j) (0.0150676778787-0.000965308704586j) (0.00221219196515+0.00351705258789j) (0.00750067650351-0.00525319934038j) (0.01249351142-0.000465909264978j) (0.00795546487015+0.00136181330171j) (0.00361499974719+0.0123190796738j) (0.0122303998181+0.0069499470904j) (0.00126409136145+0.00335116405j) (0.0200197719672-0.00302106094643j) (0.00112492328634-0.00362153804764j) (0.00426657460757+0.00554472778016j) (-0.00580659797691+0.0114971853121j) (0.00995693353503+0.000185875097978j) (-0.00220926278866-0.00399097921209j) (0.0131564699223+0.000599689238388j) (0.00168640811719-0.0126061305761j) (0.0158197888247-0.00052842143266j)
(0.0152145100865+0.00629135656815j) (-0.0013827050308-0.0117991446629j) (0.0156014645226+0.00537059925322j) (-0.00150997349973+0.00542109431247j) (0.00501402651795+0.0028560268155j) (0.0073131093571-0.0014083086473j) (0.00790350538681-0.0035973478224j) (0.0171512008522-0.0162720402697j) (0.0213771301765+0.0224956659376j) (-0.00158125789742-0.00131289034916j) (0.0199603867339+0.00610292318727j) (0.0203001053834-0.00304755505777j) (0.0139773157367-0.00981901323139j) (-0.0108800615293+0.00708604469057j) (0.000821969847566-0.000912920367928j) (0.0170367426805-0.0107997718811j) (0.0107148836144-0.00225513895918j) (0.0101894499485+0.000871234640824j) (0.0168413971587+0.00901705773053j) (0.0158085817577+0.00193803864337j)
(0.0261833738968+0.000571168960635j) (0.0114661336345-0.00301265832688j) (0.0174298917513-0.00924821417805j) (-0.00423705707894+0.014520080674j) (0.0168777702847+0.000743544255088j) (0.00830178822376+0.00811475014494j) (0.00995227264757+0.00136788119255j) (0.00864867323801-0.0125088062878j) (0.0333908515676+0.00631971458416j) (0.000757405768064-0.00663823803476j) (0.0351414633432-0.0118163084017j) (0.00437500378056+0.0118954832327j) (0.00984925969729-0.0193123475586j) (0.0154576412864+0.0118393257952j) (0.00638031362403-0.00362614500786j) (0.0114754123199-0.00969304008592j) (0.0179207737914+0.00778893877763j) (0.000676261375914-0.0101221017642j) (0.0121394694992+0.00394228868875j) (0.0077266251677+0.00849444572315j)
(0.00971655180523-0.00426019931908j) (0.0175720102825-0.0021041641534j) (0.0136812482138+0.000846743948208j) (0.00249748805803-0.0134053496756j) (0.0161464439777+0.0180281620028j) (0.009910445323+0.00575748301109j) (0.00393290685215-0.00422208265545j) (0.000921246642666-0.00519133436657j) (0.0163156297624+0.0068285700141j) (-0.00537317104384+0.00123583367461j) (0.0330981790363-0.00156253835216j) (0.0037489454248+0.00138186688525j) (0.00182800813293-0.0150597343845j) (0.02789074661+0.0091529899898j) (0.00240727370378-0.00322784011519j) (0.0326472393402-0.00120121757519j) (0.0172788136286+0.0174490731058j) (0.0105429893074-0.0100135856354j) (0.00424020270983-0.00963314764417j) (0.0148602760562+0.00561896354388j)
(0.015188474777-0.00480539040022j) (0.00851877632393-0.00235279638495j) (0.0035467124172+0.00644446543126j) (-0.0100140984266-0.00275179598202j) (0.0237889855611+0.0092516290199j) (0.0167486139864+0.00441272828139j) (0.0104600982947-0.0075488295799j) (0.00682509590475-0.00656036572542j) (0.0194546334193+0.00712518745121j) (-0.0152513747065-0.0134008613596j) (0.0219337291201+0.0180242114864j) (0.0219171022431-0.0175452426994j) (0.0175724413225+0.00199781911705j) (0.0265624918082+0.00552096656842j) (-0.00289196236897-0.00771483150094j) (0.0395323002806+0.0098081969701j) (0.00117190523719+0.00473381651962j) (0.0163124601255-0.000707616642979j) (0.00112026451845+0.000170678682414j) (0.0273148826007-0.000297417436312j)
(0.00779906955692-0.0019266693178j) (0.00483699592359+0.000947035354736j) (0.000876907382853+0.00014048223396j) (-0.00309435551375+0.0140625561272j) (0.0112188770334-0.00215716526955j) (0.00832422763323-0.000180729086363j) (0.00933584543689+0.00392530222758j) (0.0113733193607+0.00159720018364j) (0.0167779523388-0.00259762025607j) (0.00577007171096-0.00853192171775j) (0.0129762510372+0.0135258318681j) (0.0258503840107-0.00999121323013j) (0.0106198412508+0.0119274233104j) (0.0127050357975-0.00631750932856j) (-0.0107483914696-0.0103805812807j) (0.0206934299208+0.00733051535489j) (-0.00575304604223+0.00515883992392j) (0.0101629254116+0.00257757360318j) (-0.0104203494215-0.00606695961288j) (0.0152464981018-0.0103752844344j)
(0.0048776845116-0.00432097298698j) (0.00771083252382+0.00900741973785j) (0.000731309395341-0.000929856594403j) (0.0119054092346+0.0038421772433j) (-0.00307149690227+0.00451679719388j) (0.0149923205488+0.000478767453477j) (-0.00197286650053+0.004331923846j) (0.00167784232225+0.00806245446233j) (0.00735762580551-0.0166247285169j) (0.00636884860942+0.00307133282162j) (0.00807257515516-0.000979503202053j) (0.016565057163+0.00115794241792j) (0.00381047358054-0.0101219680811j) (0.00420661569618+0.00213945509238j) (0.00710409735772-0.00724504921642j) (0.00469918125229+0.0190999553482j) (0.00640395563854-0.00602128634404j) (0.00498611049491-0.000891967880117j) (0.00453273934296-0.0045592816132j) (0.00907591143333-0.0063414172637j)
(0.010814366872+0.00246576228962j) (0.00732767364742+0.0127278067957j) (0.00592995738236+0.00295298625425j) (0.00263318864958+0.0115456293815j) (-0.00343927857911-0.00511602858129j) (0.00484832724957-0.0010908224282j) (-0.00610436886164-0.00170841194074j) (0.00742190577129-0.00484652430829j) (0.0129860196577-0.0152334082919j) (0.00534378696799+0.00233965145002j) (0.0141219647784-0.00406667829469j) (0.0148658829367+0.00573748726199j) (0.021611956149-0.0221975992769j) (-0.000991586194989+0.0121155026803j) (0.0329444455613+0.00344432481618j) (0.0106497956927+0.0175017182246j) (0.0224469986561-0.00488821789968j) (0.00345649071235-0.00834655143445j) (0.00591985963832-0.00166404996399j) (0.00611017329026-0.00114868597323j)
(0.0159495371682+0.00634096484211j) (0.0076078223518+0.00866963820309j) (-0.00241300925382+0.012219364068j) (0.0123071658521+0.00923951332299j) (0.00270261174827-0.00948429930548j) (0.012503578652-0.00325282989691j) (-0.00874883099748-0.00779455198239j) (0.0131795880988+0.0105996166262j) (0.0220505376667-0.00525956729907j) (0.0141013767408-0.00702176861409j) (0.0350349267572+0.0121516880711j) (0.00479318659106+0.00222374443136j) (0.0282772721556-0.00843041425545j) (0.00249105228714+0.0101059430358j) (0.0269919604518-0.00623204637158j) (0.0259725350476+0.00290904813759j) (0.0106480796939-0.00888225703277j) (0.0194130171159-0.00224068622634j) (0.00673154587622-0.00874375320683j) (0.00821682300454+0.000915796357014j)
(0.00187428175916+0.0045228688261j) (0.0137903366956-0.00909868992381j) (-0.00405041798738+0.00841835133044j) (0.0251726358487-0.00149235658999j) (0.000997134180084-0.00472241624957j) (0.0157392640387-0.00790154046892j) (-0.000596040647988+0.002814767765j) (0.00914400376198-0.00347894042422j) (0.0187189973024+0.00363416882283j) (0.0133605570213-0.00756098025838j) (0.00553952589752+0.014294865136j) (0.0207932564001-0.0014194877675j) (0.00302607975862+0.00803926499558j) (0.0102975511617-0.0115062473446j) (0.00148241911363+0.00291815853695j) (0.0142877246197-0.00608653282046j) (0.0110678138773+0.00260283760926j) (0.00528820587302+0.00788525903532j) (0.0114662328202-0.00622151282305j) (0.00541188860559+0.00484731793947j)
(0.0106718929266-0.0109531690952j) (0.0212913713853-0.0165038593961j) (-0.00643283125108+0.00286360183527j) (0.019992378534+0.00733747320184j) (0.00518312380287-0.00934616997527j) (0.0178934907067+0.0023428664502j) (0.00832598645079+0.00872225534809j) (0.000943791979153+0.00499943764523j) (0.0181216932834+0.00293908349617j) (0.00392890179513-0.0104227668424j) (0.00550318633363+0.0119698794351j) (0.00645037840067+0.0108941996676j) (-0.00246408002664-0.00319983005175j) (0.0104183667631-0.00978021044859j) (0.000601444596182-0.00178339079825j) (0.0110021568163-0.014032534979j) (0.0229036171356+0.00144942376938j) (0.000723617714331+0.0119017765131j) (0.0369095938033-0.0181343715691j) (0.00863549289363+0.00761961591711j)
(0.0105780451997+0.00349966027916j) (0.00184382205211-0.00396841077542j) (0.00871468496355+0.00316038426803j) (0.0117171658601+0.00197541156144j) (0.0178096704955-0.00672772738547j) (-0.00131246308152+0.00410703516453j) (0.00447898572003+0.00448989495653j) (0.00380805076248+0.0130901648806j) (0.0132065148063+0.00207603282294j) (0.0077652994252+0.00478688558259j) (0.00841111185944-0.00468973173272j) (0.00277657031816+0.00749211178686j) (-0.00198514066703-0.00255760093806j) (0.00167574266259-0.00563782057981j) (0.00613340845868-0.0100259987253j) (0.00934534258693-0.0131037065811j) (0.0140260238017+0.00470082411225j) (0.00875269887325+0.000575282206585j) (0.00139388084873-0.018442254476j) (0.0117036110037+0.00342553370178j)
(0.00301576246997+0.00273391744276j) (-0.00275121593527-0.00263001307738j) (0.00792089384354+5.40995785329e-06j) (0.0065273856771-0.00194674573106j) (0.00530936574696+0.00104169512887j) (0.012534535683+0.00387623210377j) (0.00644818174928+0.00477385377523j) (0.00447144790239-0.00233597690646j) (0.0123380879841+0.00491752579823j) (0.0059375688026-0.0156043864753j) (0.0102656076684+0.0141508842493j) (0.00335681856048-0.00137787985896j) (0.00737057537884+0.001930415785j) (0.003247253389-0.00417722236163j) (0.0211762391055-0.00736762950806j) (0.00204695773936+0.00579631176419j) (0.01116458679-0.00700554485588j) (-0.00110715857127+0.000615631912155j) (0.0111602645093+0.00178934594022j) (0.0156775608065-0.000511955920975j)
(0.00838224577554-0.0172441371018j) (0.0115268950912+0.00154391382823j) (0.0105963663899-0.000362119351944j) (0.0265536892358+0.000276343412352j) (0.00109515912235-0.00161121135115j) (0.0281541035516+0.00303720741187j) (0.00948822353633+0.0131987601624j) (0.0222797436084-0.00473937132539j) (0.009539588054+0.00133539192727j) (0.00901024507565-0.000630747774933j) (0.00748377568671+0.0168377341078j) (0.00984042453155+0.00233521326155j) (0.0164861194064-0.00431074176132j) (0.0102169708995+0.00183940189613j) (0.00949850191863-0.0121984056363j) (0.0069422934358-0.00216335627215j) (-0.00252599017426-0.00365997479819j) (0.00177625177427-0.00110170821174j) (0.0172619668506+0.00502950013031j) (0.0123266254052-0.0101065705927j)
(0.00178592752369-0.0126495793983j) (0.0117208331693-0.00665644021468j) (0.00609044481696+0.00539249964757j) (0.0256131779007+0.0055579311359j) (-0.00409371719763+0.00769433889376j) (0.00804076423933+0.00159958512739j) (0.00924704651702+0.0176540675569j) (0.0197211325517+0.00115891575404j) (-0.000184494756029+0.000625237947029j) (0.0131107737708+0.0049754492483j) (0.00628263823609-5.12192916591e-05j) (0.0121754861725-0.010290433568j) (0.0198650027136+0.00732561351296j) (0.0109135423524+0.00497346867613j) (0.00111906108815-0.00990307270556j) (0.00776175315518+0.00424677241016j) (0.00190298868039-0.00411776364283j) (-0.00208756858475-0.0109012077404j) (0.0180521827767-0.0120649066408j) (-0.00230278427903-0.000925530394674j)
(-0.000468662442498-0.00620609409838j) (0.0205596481459-0.0103925491313j) (0.0139775353574+0.00198666706035j) (0.0191827834568+0.00545635188776j) (0.006710704388+0.00482065092279j) (0.00729069085216+0.00166116164604j) (0.0198012058168-0.00327600928821j) (0.00510706921793-0.00228128708259j) (-0.00430674974157+0.00108346750202j) (-0.00282183801998+0.00802120371837j) (0.0121179742016+0.00406148064661j) (0.00530168317601-0.000798506782473j) (0.0122304330324+0.0102064104355j) (0.00296769253154-0.00369345623886j) (0.0111529470922-0.00410794061685j) (0.0120077632513+0.00685560151982j) (0.00775460602406-0.0099295481394j) (-0.0139046806937+0.000638881114565j) (0.00481010245686-0.0130344892332j) (0.0113997287016+0.00923797252617j)
